city_id,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Luangwa,ZM,2022-05-09 00:43:10,-15.6167,30.4167,66.87,72,9,1.81
272,Saint-Pierre,RE,2022-05-09 00:43:10,-21.3393,55.4781,70.92,73,0,6.91
273,Svetlogorsk,BY,2022-05-09 00:38:47,52.6333,29.7333,45.68,93,85,7.05
274,Alice Springs,AU,2022-05-09 00:43:11,-23.7,133.8833,51.35,43,100,4.61
275,Dunedin,NZ,2022-05-09 00:44:12,-45.8742,170.5036,60.8,70,95,5.01
276,Lasa,IT,2022-05-09 00:33:31,46.6166,10.7002,50.88,98,100,1.36
277,Lardos,GR,2022-05-09 00:44:12,36.0942,28.0157,63.95,72,96,5.35
278,Tarakan,ID,2022-05-09 00:44:13,3.3,117.6333,78.3,94,100,0.0
279,Chifeng,CN,2022-05-09 00:44:13,42.2683,118.9636,62.1,19,0,9.71
280,Vila Praia De Ancora,PT,2022-05-09 00:44:14,41.811,-8.8526,64.71,70,24,1.86
281,Tautira,PF,2022-05-09 00:44:14,-17.7333,-149.15,80.89,78,55,8.66
282,Paamiut,GL,2022-05-09 00:36:07,61.994,-49.6678,31.51,92,99,18.21
283,Port-Cartier,CA,2022-05-09 00:44:15,50.0334,-66.8654,43.02,90,15,4.03
284,Sarahan,IN,2022-05-09 00:44:15,31.5167,77.8,57.65,53,8,5.21
285,Ust-Kuyga,RU,2022-05-09 00:44:15,70.0167,135.6,29.53,96,100,7.2
286,Kenai,US,2022-05-09 00:44:16,60.5544,-151.2583,56.03,49,0,13.8
287,Guayanilla,PR,2022-05-09 00:44:16,18.0191,-66.7918,80.44,87,18,5.26
288,Necochea,AR,2022-05-09 00:42:36,-38.5473,-58.7368,61.05,77,100,10.13
289,Tura,IN,2022-05-09 00:44:17,25.5198,90.2201,77.77,73,0,3.38
290,Jumla,NP,2022-05-09 00:44:18,29.2747,82.1838,56.03,72,5,1.9
291,Buraydah,SA,2022-05-09 00:40:15,26.326,43.975,70.25,20,4,7.96
292,Ola,RU,2022-05-09 00:33:14,59.5833,151.2833,48.15,65,100,11.18
293,Iskateley,RU,2022-05-09 00:44:18,67.6803,53.1512,27.55,92,100,6.87
294,Highland,US,2022-05-09 00:44:19,34.1283,-117.2086,70.5,64,75,12.66
295,Cayenne,GF,2022-05-09 00:44:19,4.9333,-52.3333,82.09,1,20,4.0
296,Komsomolskiy,UZ,2022-05-09 00:44:19,40.4272,71.7189,66.92,52,0,2.3
297,Ulladulla,AU,2022-05-09 00:44:20,-35.35,150.4667,60.76,68,57,9.06
298,Aktash,RU,2022-05-09 00:44:20,50.3,87.7333,23.07,63,11,3.04
299,Ayagoz,KZ,2022-05-09 00:44:21,47.9714,80.4392,43.9,34,7,21.05
300,Bonavista,CA,2022-05-09 00:44:21,48.6499,-53.1147,32.07,74,29,4.0
301,Chegdomyn,RU,2022-05-09 00:44:22,51.1167,133.0167,54.88,40,11,1.32
302,Rawson,AR,2022-05-09 00:44:22,-43.3002,-65.1023,57.42,42,0,7.2
303,Payo,ID,2022-05-09 00:44:22,-3.7508,103.6372,78.89,74,98,0.83
304,Verkhoyansk,RU,2022-05-09 00:44:23,67.5447,133.385,33.51,100,100,2.26
305,Teya,RU,2022-05-09 00:44:23,60.3778,92.6267,26.85,84,100,7.85
306,Bentiu,SS,2022-05-09 00:44:24,9.2333,29.8333,81.03,66,100,2.08
307,Puerto Penasco,MX,2022-05-09 00:41:04,31.3167,-113.5333,74.91,69,0,17.0
308,Dicabisagan,PH,2022-05-09 00:44:24,17.0818,122.4157,85.82,64,93,4.97
309,Point Pleasant,US,2022-05-09 00:44:25,40.0832,-74.0682,56.26,70,100,16.11
310,Dapa,PH,2022-05-09 00:44:25,9.7594,126.0531,81.37,84,100,8.25
311,San Patricio,US,2022-05-09 00:44:25,28.017,-97.5169,84.29,80,0,16.2
312,Sergeyevka,KZ,2022-05-09 00:44:26,53.88,67.4158,48.2,41,61,5.37
313,Mandalgovi,MN,2022-05-09 00:44:26,45.7625,106.2708,41.61,55,12,28.72
314,Kitim,JO,2022-05-09 00:44:27,32.4383,35.8956,52.81,44,4,0.89
315,Cherskiy,RU,2022-05-09 00:44:27,68.75,161.3,30.09,84,97,15.59
316,Scarborough,GB,2022-05-09 00:42:37,54.2797,-0.4044,48.33,87,53,14.0
317,Lima,PE,2022-05-09 00:44:28,-12.0432,-77.0282,68.9,73,75,13.8
318,Buchanan,LR,2022-05-09 00:44:28,5.8808,-10.0467,77.32,88,100,3.53
319,Shahr-E Kord,IR,2022-05-09 00:44:28,32.3256,50.8644,40.77,33,0,4.61
320,Pacific Grove,US,2022-05-09 00:44:29,36.6177,-121.9166,60.75,61,0,14.97
321,Pombia,IT,2022-05-09 00:45:29,45.653,8.6336,60.13,87,75,5.75
322,Atar,MR,2022-05-09 00:45:30,20.5169,-13.0499,90.23,21,100,4.65
323,Olinda,BR,2022-05-09 00:45:30,-8.0089,-34.8553,74.93,94,100,12.66
324,Maldonado,UY,2022-05-09 00:42:01,-34.6667,-54.9167,58.39,87,0,4.97
325,Korla,CN,2022-05-09 00:45:30,41.7597,86.1469,70.47,40,0,4.38
326,Hualmay,PE,2022-05-09 00:45:31,-11.0964,-77.6139,65.39,89,72,7.05
327,Najran,SA,2022-05-09 00:45:31,17.4924,44.1277,75.85,22,0,1.3
328,Port Macquarie,AU,2022-05-09 00:43:30,-31.4333,152.9167,67.89,58,0,3.27
329,Vila Velha,BR,2022-05-09 00:43:25,-20.3297,-40.2925,73.35,83,75,12.66
330,Elko,US,2022-05-09 00:45:32,41.0002,-115.5012,46.42,70,48,26.22
331,Beringovskiy,RU,2022-05-09 00:45:32,63.05,179.3167,36.12,70,10,20.6
332,Nanhai,CN,2022-05-09 00:45:33,30.1282,111.7784,59.23,68,100,10.33
333,Hambantota,LK,2022-05-09 00:45:33,6.1241,81.1185,82.74,94,75,11.5
334,Kholodnyy,RU,2022-05-09 00:45:33,62.7167,147.95,32.54,77,18,9.33
335,Qasigiannguit,GL,2022-05-09 00:45:34,68.8193,-51.1922,26.85,92,5,5.77
336,Barra Dos Coqueiros,BR,2022-05-09 00:45:34,-10.9089,-37.0386,80.62,74,20,9.22
337,Iqaluit,CA,2022-05-09 00:45:35,63.7506,-68.5145,29.93,74,100,6.91
338,Tasiilaq,GL,2022-05-09 00:45:35,65.6145,-37.6368,33.96,65,97,1.99
339,Messina,IT,2022-05-09 00:45:35,38.1933,15.5497,61.2,91,40,4.0
340,Ihosy,MG,2022-05-09 00:45:36,-22.4,46.1167,63.64,86,0,0.56
341,Davidson,US,2022-05-09 00:45:36,36.1501,-86.7833,68.29,66,40,10.36
342,Hegang,CN,2022-05-09 00:45:37,47.4,130.3667,66.54,23,0,8.95
343,Tevaitoa,PF,2022-05-09 00:45:37,-16.7833,-151.5,81.88,75,12,10.67
344,Tilichiki,RU,2022-05-09 00:45:37,60.4667,166.1,32.94,91,100,2.15
345,Aykhal,RU,2022-05-09 00:45:38,66.0,111.5,14.23,90,100,19.44
346,Wewak,PG,2022-05-09 00:45:38,-3.5534,143.6268,83.95,79,100,9.22
347,Maumere,ID,2022-05-09 00:45:39,-8.6199,122.2111,83.75,69,51,9.48
348,Methoni,GR,2022-05-09 00:45:39,36.8197,21.7049,64.22,73,65,6.06
349,Llangefni,GB,2022-05-09 00:45:39,53.2556,-4.3106,53.11,90,100,14.97
350,Wattegama,LK,2022-05-09 00:45:40,6.7989,81.4808,77.7,81,99,4.25
351,Airai,TL,2022-05-09 00:45:40,-8.9266,125.4092,69.3,64,18,5.84
352,Villarrica,PY,2022-05-09 00:45:41,-25.75,-56.4333,60.19,88,0,4.43
353,Kiama,AU,2022-05-09 00:41:08,-34.6833,150.8667,60.39,91,99,5.01
354,Esperance,AU,2022-05-09 00:45:41,-33.8667,121.9,57.04,49,0,7.31
355,Beira,MZ,2022-05-09 00:45:42,-19.8436,34.8389,68.09,94,0,3.44
356,Campoverde,PE,2022-05-09 00:45:42,-8.4753,-74.8058,82.09,77,15,2.01
357,Chauk,MM,2022-05-09 00:45:43,20.8833,94.8167,82.31,73,95,5.77
358,Mantua,IT,2022-05-09 00:45:43,45.1667,10.7833,59.95,87,6,0.85
359,Tbilisskaya,RU,2022-05-09 00:45:44,45.3633,40.19,45.37,79,100,3.15
360,Tornio,FI,2022-05-09 00:45:44,65.8481,24.1466,35.62,84,100,4.38
361,Fortuna,US,2022-05-09 00:45:44,40.5982,-124.1573,50.67,89,75,12.66
362,Batangafo,CF,2022-05-09 00:45:45,7.3008,18.2833,79.0,61,99,5.32
363,Altay,CN,2022-05-09 00:45:45,47.8667,88.1167,49.08,35,0,1.59
364,Makat,KZ,2022-05-09 00:45:46,47.6469,53.3463,54.52,60,100,10.8
365,Mao,ES,2022-05-09 00:45:46,39.8885,4.2658,59.56,67,0,4.61
366,College,US,2022-05-09 00:45:46,64.8569,-147.8028,48.07,52,75,9.22
367,Awbari,LY,2022-05-09 00:45:47,26.5921,12.7805,68.07,20,0,4.43
368,Altamira,BR,2022-05-09 00:46:47,-3.2033,-52.2064,72.43,98,100,2.1
369,Banyo,CM,2022-05-09 00:46:48,6.75,11.8167,68.83,76,47,0.83
370,Tarija,BO,2022-05-09 00:46:48,-21.5355,-64.7296,58.91,72,100,6.91
371,Taytayan,PH,2022-05-09 00:46:49,7.7339,126.5019,76.23,90,100,4.94
372,Santa Maria,BR,2022-05-09 00:46:49,-29.6842,-53.8069,56.5,100,40,2.3
373,Arenal,CO,2022-05-09 00:46:49,8.4593,-73.9433,80.73,80,96,2.1
374,Quatre Cocos,MU,2022-05-09 00:46:50,-20.2078,57.7625,72.09,87,19,6.76
375,Vadso,NO,2022-05-09 00:46:50,70.0744,29.7487,33.96,75,100,14.97
376,Chuy,UY,2022-05-09 00:46:50,-33.6971,-53.4616,57.0,87,0,5.55
377,Taltal,CL,2022-05-09 00:46:51,-25.4,-70.4833,62.26,71,0,5.08
378,Emba,KZ,2022-05-09 00:46:51,48.8264,58.1442,52.61,38,99,16.82
379,Hamilton,US,2022-05-09 00:46:52,39.1834,-84.5333,63.84,57,0,8.05
380,Jucuaran,SV,2022-05-09 00:46:52,13.2539,-88.2478,79.3,83,100,2.51
381,Isangel,VU,2022-05-09 00:46:52,-19.55,169.2667,84.31,58,40,6.91
382,La Ronge,CA,2022-05-09 00:46:53,55.1001,-105.2842,53.85,32,75,16.11
383,Raudeberg,NO,2022-05-09 00:46:53,61.9875,5.1352,47.95,39,100,19.69
384,Moss Point,US,2022-05-09 00:46:54,30.4116,-88.5345,79.25,79,0,4.61
385,Porto Belo,BR,2022-05-09 00:46:54,-27.1578,-48.5531,66.15,77,1,3.06
386,Svetlaya,RU,2022-05-09 00:46:54,46.5389,138.3297,55.06,38,93,9.62
387,Flinders,AU,2022-05-09 00:46:55,-34.5833,150.8552,60.19,90,100,5.01
388,High Level,CA,2022-05-09 00:46:31,58.5169,-117.136,32.11,100,100,14.97
389,Breyten,ZA,2022-05-09 00:46:55,-26.3018,29.987,43.83,93,85,1.05
390,Baoshan,CN,2022-05-09 00:46:56,46.5586,131.4244,64.26,30,0,13.78
391,Dingle,PH,2022-05-09 00:46:56,10.9995,122.6711,85.12,64,93,12.08
392,Mayya,RU,2022-05-09 00:46:56,61.7333,130.2811,40.32,78,100,10.0
393,Ketchikan,US,2022-05-09 00:46:57,55.3422,-131.6461,61.27,39,0,12.66
394,Bima,ID,2022-05-09 00:46:57,-8.4667,118.7167,83.79,81,21,5.88
395,Havelock,US,2022-05-09 00:46:58,34.8791,-76.9013,53.96,92,100,5.01
396,Sao Miguel,BR,2022-05-09 00:46:58,-5.4667,-35.3667,79.57,87,100,13.85
397,Jiuquan,CN,2022-05-09 00:46:59,39.7432,98.5174,64.81,34,90,8.48
398,Yerbogachen,RU,2022-05-09 00:46:59,61.2767,108.0108,28.62,73,100,9.24
399,Cotonou,BJ,2022-05-09 00:46:59,6.3654,2.4183,82.38,83,40,10.36
400,Dzhebariki-Khaya,RU,2022-05-09 00:47:00,62.2167,135.8,38.91,97,100,10.8
401,Ladan,UA,2022-05-09 00:47:00,50.5196,32.5818,48.97,93,62,7.45
402,Corinto,GR,2022-05-09 00:47:01,37.9407,22.9573,60.42,64,100,3.74
403,Rodrigues Alves,BR,2022-05-09 00:47:01,-7.738,-72.6509,75.65,80,70,1.48
404,Shelburne,CA,2022-05-09 00:47:01,44.0787,-80.2041,59.45,62,2,6.33
405,Turkistan,KZ,2022-05-09 00:47:02,43.0,68.0,72.27,35,2,17.47
406,Luan,CH,2022-05-09 00:47:02,46.3592,6.9759,48.56,87,55,3.74
407,Ekibastuz,KZ,2022-05-09 00:47:03,51.6667,75.3667,51.46,35,2,2.35
408,Anadyr,RU,2022-05-09 00:47:03,64.75,177.4833,36.1,80,20,17.9
409,Kaduqli,SD,2022-05-09 00:47:03,11.0167,29.7167,84.79,49,100,5.57
410,Tiarei,PF,2022-05-09 00:47:04,-17.5333,-149.3333,84.22,77,29,7.74
411,Sechura,PE,2022-05-09 00:47:05,-5.5569,-80.8222,68.38,77,74,18.59
412,Jales,BR,2022-05-09 00:47:05,-20.2689,-50.5458,66.97,63,0,6.96
413,Bonfim,BR,2022-05-09 00:48:06,3.0833,-59.95,74.3,97,100,2.39
414,Kawalu,ID,2022-05-09 00:48:06,-7.3817,108.2082,79.47,82,92,0.2
415,Freeport,US,2022-05-09 00:48:06,40.6576,-73.5832,56.75,34,100,16.11
416,Whitehorse,CA,2022-05-09 00:48:07,60.7161,-135.0538,50.77,32,75,8.05
417,Beihai,CN,2022-05-09 00:48:07,21.4833,109.1,76.01,91,100,14.12
418,Sanmenxia,CN,2022-05-09 00:48:08,34.7747,111.1814,48.6,87,100,6.78
419,Markova,UA,2022-05-09 00:48:08,48.6758,24.4138,50.58,77,61,3.24
420,Omboue,GA,2022-05-09 00:48:09,-1.5746,9.2618,77.36,91,20,4.52
421,Kushima,JP,2022-05-09 00:48:09,31.4583,131.2333,68.59,91,100,3.85
422,Mountain Home,US,2022-05-09 00:48:10,43.133,-115.6912,49.48,29,40,8.05
423,Torbay,CA,2022-05-09 00:43:19,47.6666,-52.7314,36.57,89,20,4.61
424,Oriximina,BR,2022-05-09 00:48:10,-1.7656,-55.8661,75.18,94,99,3.2
425,Bonthe,SL,2022-05-09 00:48:10,7.5264,-12.505,77.65,85,77,3.09
426,Rongcheng,CN,2022-05-09 00:48:11,30.634,117.8517,61.25,90,100,6.67
427,Opuwo,NA,2022-05-09 00:48:11,-18.0607,13.84,62.19,44,0,3.53
428,Skibbereen,IE,2022-05-09 00:48:12,51.55,-9.2667,55.11,93,100,12.48
429,Mehran,IR,2022-05-09 00:48:12,33.1222,46.1646,69.35,26,0,4.25
430,Willowmore,ZA,2022-05-09 00:48:12,-33.2926,23.4895,48.58,72,100,0.07
431,Grass Valley,US,2022-05-09 00:48:13,39.2191,-121.0611,55.87,66,75,3.0
432,Pampierstad,ZA,2022-05-09 00:48:13,-27.7832,24.6877,50.72,49,0,6.11
433,Shingu,JP,2022-05-09 00:48:14,33.7333,135.9833,64.76,78,100,5.64
434,Acarau,BR,2022-05-09 00:48:14,-2.8856,-40.12,78.31,86,100,7.67
435,Broken Hill,AU,2022-05-09 00:48:15,-31.95,141.4333,55.11,54,2,10.36
436,Srednekolymsk,RU,2022-05-09 00:48:15,67.45,153.6833,35.19,94,38,9.89
437,Haimen,CN,2022-05-09 00:48:15,23.1935,116.6142,73.29,84,100,9.31
438,Miyako,JP,2022-05-09 00:48:16,39.6367,141.9525,59.04,43,100,6.89
439,Baringo,KE,2022-05-09 00:48:16,0.4667,35.9667,69.73,72,43,4.05
440,Xuddur,SO,2022-05-09 00:48:17,4.1213,43.8894,74.68,82,64,15.61
441,Coffs Harbour,AU,2022-05-09 00:48:17,-30.3,153.1333,69.13,56,40,11.5
442,Bara,NG,2022-05-09 00:48:17,10.3744,10.7288,85.35,54,54,7.56
443,Mount Isa,AU,2022-05-09 00:48:18,-20.7333,139.5,76.77,61,40,11.5
444,Corrente,BR,2022-05-09 00:48:18,-3.7367,-43.3394,73.11,100,100,3.89
445,Mwene-Ditu,CD,2022-05-09 00:48:19,-7.0,23.45,67.08,81,98,3.76
446,Mahanoro,MG,2022-05-09 00:48:19,-19.9,48.8,71.11,92,1,4.36
447,Ponta Delgada,PT,2022-05-09 00:48:19,37.7333,-25.6667,62.51,82,20,5.75
448,Sao Miguel Do Araguaia,BR,2022-05-09 00:48:20,-13.275,-50.1628,76.24,59,0,3.89
449,Oistins,BB,2022-05-09 00:48:20,13.0667,-59.5333,80.69,78,20,16.11
450,Port Blair,IN,2022-05-09 00:48:20,11.6667,92.75,80.64,89,100,8.05
451,Oranjemund,NA,2022-05-09 00:48:21,-28.55,16.4333,55.74,71,90,6.78
452,Qaqortoq,GL,2022-05-09 00:48:21,60.7167,-46.0333,35.17,89,90,2.68
453,Jinji,CN,2022-05-09 00:48:21,23.2281,110.8261,72.82,87,100,2.89
454,Ames,US,2022-05-09 00:44:52,42.0347,-93.6199,64.22,85,100,11.5
455,Kasongo-Lunda,CD,2022-05-09 00:48:22,-6.4667,16.8167,72.77,81,84,0.72
456,Aluksne,LV,2022-05-09 00:48:22,57.4167,27.05,29.25,84,3,5.23
457,Abeche,TD,2022-05-09 00:48:23,13.8292,20.8324,83.14,7,9,9.35
458,Danville,US,2022-05-09 00:45:27,36.586,-79.395,50.65,84,100,8.05
459,Karpathos,GR,2022-05-09 00:48:23,35.507,27.2132,62.56,82,0,3.44
460,Lavumisa,SZ,2022-05-09 00:48:23,-27.31,31.892,60.01,94,100,3.42
461,Narsaq,GL,2022-05-09 00:49:24,60.9167,-46.05,50.22,85,72,2.66
462,Chakwal,PK,2022-05-09 00:49:24,32.9334,72.8585,83.21,20,0,4.56
463,Gat,IL,2022-05-09 00:49:25,31.61,34.7642,65.39,37,5,4.16
464,Port Moresby,PG,2022-05-09 00:48:38,-9.4431,147.1797,89.02,70,40,11.5
465,San Quintin,MX,2022-05-09 00:49:25,30.4833,-115.95,60.64,71,0,23.35
466,Vila Franca Do Campo,PT,2022-05-09 00:49:25,37.7167,-25.4333,62.2,83,96,1.81
467,Tiznit,MA,2022-05-09 00:49:26,29.5833,-9.5,78.17,16,100,4.05
468,Gushikawa,JP,2022-05-09 00:49:26,26.3544,127.8686,76.62,88,40,6.91
469,Gisborne,NZ,2022-05-09 00:46:14,-38.6533,178.0042,65.77,61,100,6.31
470,Lodja,CD,2022-05-09 00:49:27,-3.4833,23.4333,70.2,96,100,0.18
471,Carballo,ES,2022-05-09 00:46:34,43.213,-8.691,60.22,67,97,2.13
472,Alta Floresta,BR,2022-05-09 00:49:27,-9.8756,-56.0861,75.31,82,55,2.84
473,Kibakwe,TZ,2022-05-09 00:49:28,-6.7167,36.3667,60.62,88,100,2.93
474,Mwinilunga,ZM,2022-05-09 00:49:28,-11.7358,24.4293,58.87,77,0,3.51
475,Dali,CN,2022-05-09 00:49:28,25.7,100.1833,64.63,73,14,4.7
476,Wad Rawah,SD,2022-05-09 00:49:29,15.1603,33.1397,89.42,7,82,16.33
477,Matara,LK,2022-05-09 00:49:29,5.9485,80.5353,81.19,87,87,14.56
478,Golden,US,2022-05-09 00:49:29,39.7555,-105.2211,75.49,35,75,5.75
479,Aksu,CN,2022-05-09 00:49:30,41.1231,80.2644,73.24,27,0,4.59
480,Kalas,IN,2022-05-09 00:49:30,18.1667,74.8,83.3,44,92,14.5
481,Figeac,FR,2022-05-09 00:49:30,44.75,1.9167,48.58,76,5,3.38
482,Charagua,BO,2022-05-09 00:49:31,-19.8,-63.2167,66.54,71,2,3.62
483,Cairns,AU,2022-05-09 00:49:31,-16.9167,145.7667,82.06,97,100,11.5
484,Beni,CD,2022-05-09 00:49:32,0.5,29.4667,61.54,99,47,1.32
485,Lufilufi,WS,2022-05-09 00:49:32,-13.8745,-171.5986,87.58,71,100,3.02
486,Micheweni,TZ,2022-05-09 00:49:32,-4.9667,39.8333,78.93,84,100,12.1
487,Byron Bay,AU,2022-05-09 00:49:33,-28.65,153.6167,67.89,79,100,11.25
488,Vigrestad,NO,2022-05-09 00:49:33,58.5667,5.7,42.96,69,97,4.92
489,Chicago,US,2022-05-09 00:48:20,41.85,-87.65,66.27,51,100,19.57
490,Norman Wells,CA,2022-05-09 00:49:33,65.282,-126.8329,48.24,34,75,4.61
491,Panlaitan,PH,2022-05-09 00:49:34,12.1191,119.8486,85.91,66,45,9.98
492,Atasu,KZ,2022-05-09 00:49:34,48.6814,71.6433,43.63,37,44,15.7
493,Ajdabiya,LY,2022-05-09 00:49:35,30.7554,20.2263,64.44,51,0,9.66
494,Bilibino,RU,2022-05-09 00:49:35,68.0546,166.4372,25.65,88,100,6.13
495,Mandurah,AU,2022-05-09 00:49:35,-32.55,115.7,60.91,74,3,5.57
496,Belmonte,BR,2022-05-09 00:49:36,-15.8631,-38.8828,74.03,87,100,8.84
497,Manggar,ID,2022-05-09 00:49:36,-2.8833,108.2667,84.52,78,100,6.29
498,Koumac,NC,2022-05-09 00:49:36,-20.5667,164.2833,79.21,52,100,4.7
499,Waitati,NZ,2022-05-09 00:49:37,-45.75,170.5667,60.8,70,100,3.91
500,Plettenberg Bay,ZA,2022-05-09 00:49:37,-34.0527,23.3716,56.91,62,100,4.81
501,Shimoda,JP,2022-05-09 00:49:38,34.6667,138.95,63.1,78,49,12.93
502,Colares,PT,2022-05-09 00:49:38,38.7992,-9.4469,66.88,48,3,10.63
503,Le Port,RE,2022-05-09 00:49:38,-20.9373,55.2919,71.26,74,2,2.64
504,Bac Lieu,VN,2022-05-09 00:50:39,9.285,105.7244,78.3,92,100,14.94
505,Loreto,MX,2022-05-09 00:50:39,22.2667,-101.9667,84.2,11,77,7.61
506,Omis,HR,2022-05-09 00:50:39,43.4447,16.6886,60.73,79,59,6.15
507,Chacabuco,AR,2022-05-09 00:48:15,-34.6417,-60.4739,62.22,66,61,7.2
508,Marawi,PH,2022-05-09 00:50:40,7.9986,124.2928,76.78,80,100,2.59
509,Souillac,MU,2022-05-09 00:50:40,-20.5167,57.5167,71.98,94,40,1.14
510,Kichera,RU,2022-05-09 00:50:41,55.9375,110.0997,35.28,53,100,5.7
511,Marzuq,YE,2022-05-09 00:50:41,14.4,46.4667,73.99,52,1,3.87
512,Mackay,AU,2022-05-09 00:50:41,-21.15,149.2,79.68,83,40,12.66
513,Kumysh,RU,2022-05-09 00:50:42,43.8833,41.8932,42.42,92,94,2.08
514,Palestine,PS,2022-05-09 00:50:42,31.9216,35.2033,56.93,45,3,1.61
515,Shache,CN,2022-05-09 00:50:42,38.4167,77.2406,70.68,26,0,7.67
516,Gimli,CA,2022-05-09 00:49:39,50.6336,-96.9907,42.82,75,84,9.22
517,Khani,GE,2022-05-09 00:50:43,41.9563,42.9566,42.37,98,91,1.74
518,Okitipupa,NG,2022-05-09 00:50:43,6.5047,4.7839,75.4,98,98,2.55
519,Ambon,ID,2022-05-09 00:50:44,-3.6954,128.1814,82.54,89,40,2.3
520,Belaya Gora,RU,2022-05-09 00:50:44,68.5333,146.4167,32.2,95,97,9.6
521,Mount Darwin,ZW,2022-05-09 00:50:44,-16.7725,31.5838,62.78,73,1,1.61
522,North Bend,US,2022-05-09 00:50:45,43.4065,-124.2243,51.24,91,75,11.5
523,Klaksvik,FO,2022-05-09 00:50:45,62.2266,-6.589,47.32,96,100,18.41
524,San Cristobal,VE,2022-05-09 00:50:45,7.7669,-72.225,77.18,98,40,2.8
525,Reconquista,AR,2022-05-09 00:50:11,-29.15,-59.65,58.39,75,70,5.5
526,Jurado,CO,2022-05-09 00:50:46,7.1053,-77.7641,79.12,90,99,3.58
527,Magadan,RU,2022-05-09 00:50:46,59.5667,150.8,49.53,65,100,10.29
528,Noumea,NC,2022-05-09 00:50:36,-22.2763,166.4572,78.78,99,86,11.7
529,Charters Towers,AU,2022-05-09 00:48:19,-20.1,146.2667,73.96,77,100,16.22
530,Lukang,TW,2022-05-09 00:50:47,24.0567,120.4352,79.07,80,100,13.6
531,Sunrise Manor,US,2022-05-09 00:50:47,36.2111,-115.0731,84.29,8,0,37.98
532,Wunsiedel,DE,2022-05-09 00:50:47,50.0333,12.0167,50.14,89,12,1.01
533,Ahipara,NZ,2022-05-09 00:50:48,-35.1667,173.1667,65.79,80,100,11.95
534,Pangnirtung,CA,2022-05-09 00:50:48,66.1451,-65.7125,19.74,93,85,3.87
535,Duzce,TR,2022-05-09 00:50:48,40.8389,31.1639,47.7,90,99,1.61
536,Kloulklubed,PW,2022-05-09 00:50:49,7.0419,134.2556,80.13,88,100,12.77
537,Ladario,BR,2022-05-09 00:50:49,-19.0047,-57.6017,72.09,49,0,3.4
538,Sinnamary,GF,2022-05-09 00:50:50,5.3833,-52.95,78.21,86,73,9.86
539,Paita,PE,2022-05-09 00:50:50,-5.0892,-81.1144,68.5,79,98,19.66
540,Olafsvik,IS,2022-05-09 00:50:50,64.8945,-23.7142,43.27,92,100,18.23
541,Gornopravdinsk,RU,2022-05-09 00:50:51,60.05,69.9,45.64,85,42,4.07
542,Lundazi,ZM,2022-05-09 00:50:51,-12.2929,33.1782,60.12,81,49,5.77
543,Xining,CN,2022-05-09 00:50:52,36.6167,101.7667,51.46,59,0,2.48
